Sector,MSME_ID,Export_Volume_PreFTA,Export_Volume_PostFTA_Est,Tariff_PreFTA,Tariff_PostFTA,UK_Demand_Growth,Production_Capacity,Export_Experience,Logistics_Cost,Certifications,Workforce_Size,FTA_Access_Score,UK_Market_Share,Sentiment_Score,Exchange_Rate_Impact,Procurement_Opportunity,Innovation_Index,Target_Export_Growth
leather,MSME_LE19564,1.73,2.13,1.84,2.81,3.42,47.52,10,2.48,2,104,0.0,7.39,0.4,-7.38,False,0.44,36.97
textiles,MSME_TE19565,6.619999999999999,8.54,11.11,0.48,3.39,7.37,18,4.02,1,431,0.56,3.14,0.76,1.84,False,0.31,41.92
chemicals,MSME_CH19566,14.16,17.98,39.49,3.53,8.51,178.03,20,2.64,1,269,0.67,7.07,0.65,0.32,True,0.34,22.13
footwear,MSME_FO19567,3.91,4.78,33.2,3.37,5.69,8.3,9,4.97,0,437,0.59,8.73,0.64,1.36,False,0.4,84.44
electronics,MSME_EL19568,1.12,1.42,21.73,2.34,13.79,132.53,17,1.66,3,42,0.79,7.71,0.72,-6.16,True,0.47,63.84
leather,MSME_LE19569,3.49,4.08,14.95,2.58,2.66,113.52,15,2.22,2,466,0.48,3.94,0.51,4.81,False,0.41,84.78
gems and jewelry,MSME_GE19570,6.279999999999999,7.19,28.78,1.4,12.79,105.8,10,1.74,3,306,0.8,3.43,0.62,3.58,False,0.4,95.2
pharmaceuticals,MSME_PH19571,1.09,1.43,0.4,1.59,6.06,54.33,6,1.08,3,120,0.0,8.77,0.84,9.76,False,0.77,54.55
footwear,MSME_FO19572,15.969999999999999,23.33,5.17,4.21,9.81,81.18,17,2.53,0,324,0.34,6.68,0.56,-0.66,False,0.37,94.62
electronics,MSME_EL19573,1.81,2.35,14.11,4.8,12.01,119.82,11,3.51,3,19,0.63,2.0,0.74,6.64,True,0.38,81.25
marine products,MSME_MA19574,1.6500000000000001,2.3,31.81,0.38,6.08,26.69,13,1.84,0,276,0.65,0.84,0.59,-4.11,False,0.38,23.54
pharmaceuticals,MSME_PH19575,8.389999999999999,10.18,35.13,3.76,5.43,67.04,7,0.09,3,142,0.58,5.39,0.76,2.22,False,0.58,60.38
footwear,MSME_FO19576,4.119999999999999,4.72,16.82,2.85,12.89,34.84,19,4.16,3,333,0.74,1.76,0.65,-3.06,False,0.48,43.59
textiles,MSME_TE19577,15.43,20.37,19.35,4.78,13.37,192.67,2,2.63,0,397,0.71,5.98,0.74,5.96,False,0.38,83.69
footwear,MSME_FO19578,3.79,5.39,25.92,2.33,4.96,131.66,2,0.53,2,334,0.58,3.37,0.55,6.47,False,0.39,43.57
alcoholic beverages,MSME_AL19579,0.2,0.27,106.9,32.03,10.2,128.05,2,4.39,1,360,0.61,3.37,0.47,6.18,False,0.37,37.53
leather,MSME_LE19580,4.93,5.57,29.88,0.05,2.94,12.59,14,4.23,1,234,0.57,3.04,0.46,-4.6,False,0.48,36.6
leather,MSME_LE19581,5.699999999999999,7.45,20.4,0.08,2.33,2.29,9,3.69,3,337,0.56,2.77,0.51,-9.73,False,0.49,49.29
electronics,MSME_EL19582,0.52,0.71,9.08,3.06,11.0,41.59,18,4.26,1,337,0.61,1.13,0.79,-0.23,True,0.9,49.65
marine products,MSME_MA19583,0.49,0.63,12.93,3.41,12.13,93.65,16,0.37,2,339,0.67,8.35,0.62,-4.79,False,0.3,45.68
pharmaceuticals,MSME_PH19584,0.73,0.82,10.11,1.18,14.28,187.23,7,0.14,2,390,0.8,8.79,0.71,6.54,False,0.65,86.88
footwear,MSME_FO19585,16.12,18.1,7.99,4.73,2.35,97.53,18,3.68,1,175,0.26,2.79,0.54,-5.73,False,0.5,47.85
gems and jewelry,MSME_GE19586,1.56,2.14,36.64,3.51,5.9,175.01,14,1.46,2,28,0.6,5.96,0.71,0.08,False,0.38,83.61
footwear,MSME_FO19587,1.53,1.69,10.24,1.87,3.11,89.13,3,4.92,1,474,0.49,6.8,0.48,-0.55,False,0.47,70.53
leather,MSME_LE19588,2.5900000000000003,3.14,11.82,1.12,4.42,15.11,18,1.26,3,294,0.56,6.33,0.43,8.5,False,0.44,29.0
textiles,MSME_TE19589,3.17,4.05,16.6,0.57,3.99,20.01,0,3.25,1,53,0.58,0.31,0.83,-8.62,False,0.37,64.43
chemicals,MSME_CH19590,7.26,10.54,28.05,3.41,8.08,114.97,14,1.4,0,184,0.64,8.41,0.79,-7.48,True,0.38,82.08
marine products,MSME_MA19591,0.97,1.32,32.85,4.23,11.29,27.86,7,2.47,1,101,0.72,9.09,0.6,-8.33,False,0.38,47.44
leather,MSME_LE19592,4.05,6.07,15.14,1.15,-0.41,150.91,15,3.38,2,444,0.45,6.27,0.59,3.19,False,0.39,22.16
chemicals,MSME_CH19593,1.7100000000000002,2.55,1.94,3.18,9.2,193.88,13,3.94,1,337,0.0,5.56,0.76,-4.83,True,0.48,79.38
leather,MSME_LE19594,2.3000000000000003,3.1,10.71,3.7,-4.93,110.05,9,3.66,1,32,0.2,9.07,0.49,-5.44,False,0.32,34.48
pharmaceuticals,MSME_PH19595,6.7299999999999995,9.07,32.16,2.28,1.14,19.58,4,0.37,4,184,0.49,0.89,0.78,2.41,False,0.39,73.08
textiles,MSME_TE19596,1.7100000000000002,2.33,12.08,2.66,3.24,65.02,11,4.63,1,73,0.47,3.18,0.71,4.68,False,0.32,73.35
textiles,MSME_TE19597,1.49,1.71,17.41,2.75,6.33,85.49,18,4.85,2,237,0.58,8.15,0.77,9.26,False,0.47,16.85
alcoholic beverages,MSME_AL19598,2.15,2.62,105.99,30.26,14.21,73.5,15,4.14,3,294,0.71,2.48,0.52,-3.91,False,0.45,84.05
pharmaceuticals,MSME_PH19599,11.299999999999999,16.31,0.41,2.46,4.21,136.95,4,1.73,2,61,0.0,5.65,0.81,9.8,False,0.7,15.04
chemicals,MSME_CH19600,2.94,3.5,33.43,3.42,1.99,149.61,4,3.28,0,185,0.5,1.64,0.75,6.88,True,0.44,37.22
alcoholic beverages,MSME_AL19601,0.37,0.44,144.49,34.47,7.59,54.82,9,4.11,2,497,0.57,7.12,0.47,1.61,False,0.32,19.71
gems and jewelry,MSME_GE19602,2.33,2.99,30.86,2.19,8.08,87.33,12,3.81,1,231,0.67,2.39,0.64,7.23,False,0.41,75.01
electronics,MSME_EL19603,2.74,3.11,10.77,0.71,15.76,45.12,19,4.13,0,259,0.86,3.32,0.69,-3.54,True,0.73,40.41
electronics,MSME_EL19604,3.35,4.52,11.13,1.35,13.16,41.2,7,4.21,2,145,0.77,4.78,0.71,6.84,True,0.84,46.71
pharmaceuticals,MSME_PH19605,6.4799999999999995,7.5,1.9,1.48,2.22,87.59,2,4.14,5,181,0.17,5.9,0.77,8.33,False,0.81,22.48
pharmaceuticals,MSME_PH19606,9.78,11.79,10.62,2.99,8.54,70.56,15,4.38,2,183,0.57,7.65,0.78,1.11,False,0.46,13.64
gems and jewelry,MSME_GE19607,8.139999999999999,10.11,13.71,0.45,3.86,51.35,3,0.39,3,197,0.58,3.08,0.63,-4.72,False,0.41,35.55
alcoholic beverages,MSME_AL19608,6.859999999999999,8.78,149.97,32.56,0.98,118.32,6,2.21,3,94,0.42,8.54,0.53,-1.33,False,0.43,98.96
chemicals,MSME_CH19609,5.0,6.26,26.84,2.49,8.55,98.26,16,1.03,2,447,0.67,5.44,0.62,4.85,True,0.38,82.98
pharmaceuticals,MSME_PH19610,6.56,8.89,39.15,0.78,9.68,0.73,5,4.62,3,167,0.73,9.02,0.8,-4.05,False,0.42,87.18
alcoholic beverages,MSME_AL19611,0.44000000000000006,0.65,135.38,33.15,6.11,106.82,20,4.6,2,455,0.53,0.53,0.45,4.11,False,0.44,77.43
footwear,MSME_FO19612,4.369999999999999,6.07,20.43,1.02,7.29,59.33,17,3.67,3,413,0.66,7.94,0.57,5.16,False,0.45,78.24
gems and jewelry,MSME_GE19613,12.469999999999999,18.27,36.76,2.78,11.81,46.15,10,3.16,0,193,0.76,8.59,0.69,-0.37,False,0.3,64.99
electronics,MSME_EL19614,9.389999999999999,11.48,31.87,0.92,10.41,6.83,7,4.92,0,26,0.75,1.08,0.64,2.92,True,0.38,66.33
leather,MSME_LE19615,4.359999999999999,6.22,12.25,1.19,2.72,161.19,18,4.36,2,93,0.52,8.09,0.52,8.42,False,0.4,53.19
gems and jewelry,MSME_GE19616,1.54,1.76,11.42,4.5,11.86,185.37,15,0.66,0,74,0.6,4.72,0.58,6.08,False,0.49,34.44
footwear,MSME_FO19617,2.48,3.54,12.45,1.08,6.81,70.2,10,3.38,1,208,0.63,5.12,0.55,5.5,False,0.45,79.74
electronics,MSME_EL19618,2.41,2.75,39.62,3.27,17.51,89.53,9,2.66,2,410,0.9,1.32,0.7,1.0,True,0.75,31.93
marine products,MSME_MA19619,2.97,3.9,32.28,4.19,7.04,149.44,0,4.35,1,60,0.61,2.14,0.66,-4.28,False,0.48,83.82
alcoholic beverages,MSME_AL19620,6.43,8.03,101.98,38.86,7.92,63.63,19,4.09,1,94,0.51,6.21,0.46,7.48,False,0.4,48.51
chemicals,MSME_CH19621,1.26,1.84,26.22,2.74,6.45,104.34,12,0.46,3,236,0.61,4.56,0.77,-2.85,True,0.43,38.91
footwear,MSME_FO19622,0.27,0.4,10.87,1.41,13.84,44.77,4,0.8,0,151,0.78,5.88,0.49,9.43,False,0.45,64.75
footwear,MSME_FO19623,4.33,5.7,22.27,4.48,4.83,58.26,0,2.82,2,239,0.52,7.03,0.56,0.03,False,0.4,21.39
chemicals,MSME_CH19624,0.9,1.28,22.37,1.97,13.31,165.5,9,3.76,3,243,0.79,7.95,0.68,-0.08,True,0.45,37.77
textiles,MSME_TE19625,11.65,15.79,13.46,0.54,9.75,141.24,12,4.4,1,214,0.72,2.52,0.82,0.09,False,0.31,38.32
pharmaceuticals,MSME_PH19626,3.69,5.38,31.9,1.69,7.87,199.39,5,0.4,5,52,0.67,3.31,0.83,0.46,False,0.48,84.59
chemicals,MSME_CH19627,0.8099999999999999,1.03,29.76,0.11,12.52,133.32,16,0.38,2,72,0.81,7.19,0.66,9.9,True,0.5,22.46
leather,MSME_LE19628,0.11,0.13,3.1,0.29,1.71,42.72,10,1.5,0,439,0.5,5.95,0.5,-7.94,False,0.5,60.19
electronics,MSME_EL19629,1.1,1.44,17.32,4.66,14.73,28.75,0,0.87,2,467,0.73,9.76,0.76,9.51,True,0.6,85.69
textiles,MSME_TE19630,2.14,2.45,16.41,2.17,6.01,146.6,2,1.41,1,263,0.58,0.88,0.74,5.68,False,0.46,90.51
alcoholic beverages,MSME_AL19631,15.45,23.06,102.5,37.03,12.48,111.27,5,0.44,2,456,0.63,4.48,0.46,7.08,False,0.49,58.29
marine products,MSME_MA19632,0.88,1.16,34.86,0.56,4.92,195.23,19,3.68,1,50,0.61,3.84,0.54,-1.97,False,0.43,98.87
gems and jewelry,MSME_GE19633,2.25,3.14,18.76,2.51,0.41,140.91,17,0.84,3,203,0.44,9.81,0.7,2.35,False,0.49,59.1
electronics,MSME_EL19634,9.379999999999999,10.39,21.85,4.38,15.15,60.92,10,1.09,3,282,0.78,9.77,0.75,2.9,True,0.83,44.49
leather,MSME_LE19635,3.37,4.87,28.18,1.12,-1.1,130.57,6,2.22,3,374,0.45,1.6,0.51,-0.47,False,0.35,23.82
chemicals,MSME_CH19636,6.34,7.84,1.95,2.85,9.66,5.21,17,1.73,0,440,0.01,0.41,0.73,-5.21,True,0.34,27.82
chemicals,MSME_CH19637,3.77,4.77,27.74,1.17,4.61,136.07,6,0.22,0,386,0.59,8.81,0.71,-7.5,True,0.48,58.24
chemicals,MSME_CH19638,13.57,16.3,1.87,0.46,9.75,123.8,5,1.78,3,344,0.62,2.88,0.69,9.47,True,0.49,95.86
electronics,MSME_EL19639,4.1499999999999995,5.91,22.47,2.51,17.03,185.37,6,0.54,2,28,0.87,4.17,0.68,0.44,True,0.72,40.36
marine products,MSME_MA19640,1.56,2.07,0.63,2.99,2.89,138.12,18,4.53,3,260,0.0,7.27,0.57,1.28,False,0.47,31.12
marine products,MSME_MA19641,5.1499999999999995,6.62,11.39,2.16,13.73,139.66,15,0.46,0,106,0.75,2.78,0.66,-7.93,False,0.35,71.21
gems and jewelry,MSME_GE19642,3.6,4.03,3.3,1.77,7.09,131.02,2,4.51,2,255,0.41,4.81,0.65,8.35,False,0.44,80.33
marine products,MSME_MA19643,1.73,2.35,33.7,0.36,4.31,145.93,3,0.23,3,129,0.6,7.45,0.6,9.3,False,0.43,76.89
leather,MSME_LE19644,6.46,8.8,15.06,2.4,0.23,170.24,9,1.05,3,276,0.43,3.26,0.48,6.71,False,0.32,54.22
leather,MSME_LE19645,6.1499999999999995,6.79,25.69,0.29,-4.03,110.4,4,0.31,0,472,0.39,6.72,0.47,1.66,False,0.31,41.55
chemicals,MSME_CH19646,2.16,3.17,2.78,2.39,1.02,168.17,17,4.85,3,129,0.1,0.5,0.72,-3.49,True,0.38,18.7
textiles,MSME_TE19647,13.0,18.34,15.66,3.55,6.63,26.26,17,0.89,0,431,0.55,5.27,0.74,0.64,False,0.46,77.87
pharmaceuticals,MSME_PH19648,21.080000000000002,29.48,20.79,1.91,7.9,66.13,15,4.4,2,284,0.65,2.74,0.78,1.88,False,0.44,85.54
footwear,MSME_FO19649,6.42,9.16,15.89,1.23,0.34,192.74,6,2.69,3,229,0.47,1.17,0.62,9.11,False,0.48,73.52
textiles,MSME_TE19650,0.9199999999999999,1.37,11.83,3.76,8.23,192.95,7,2.48,2,198,0.55,5.52,0.76,-0.59,False,0.45,81.15
textiles,MSME_TE19651,8.129999999999999,10.5,16.72,3.46,7.17,190.48,2,1.72,1,163,0.58,1.4,0.79,-2.2,False,0.34,31.84
gems and jewelry,MSME_GE19652,1.56,2.03,14.95,0.53,2.67,43.76,13,2.2,2,449,0.55,4.78,0.69,-9.3,False,0.44,65.15
electronics,MSME_EL19653,16.19,23.88,7.14,0.09,12.25,168.87,8,4.79,3,403,0.8,9.68,0.77,3.04,True,0.44,97.66
chemicals,MSME_CH19654,3.36,4.09,36.0,3.65,11.93,103.43,5,1.7,1,293,0.75,7.52,0.78,-5.2,True,0.46,62.99
alcoholic beverages,MSME_AL19655,1.4500000000000002,1.75,133.94,38.97,14.78,5.22,18,0.42,0,92,0.72,3.82,0.47,-7.27,False,0.47,85.41
pharmaceuticals,MSME_PH19656,3.5500000000000003,4.39,34.86,1.98,2.8,199.26,11,3.65,4,383,0.54,4.11,0.84,-7.6,False,0.31,61.71
textiles,MSME_TE19657,8.959999999999999,11.37,18.68,1.53,0.02,46.4,0,2.46,0,356,0.46,6.76,0.75,-5.32,False,0.3,38.92
gems and jewelry,MSME_GE19658,5.739999999999999,8.54,30.62,2.0,7.72,36.92,12,3.87,2,318,0.66,1.04,0.66,6.67,False,0.4,11.88
gems and jewelry,MSME_GE19659,0.44000000000000006,0.53,8.28,0.3,1.09,93.9,17,0.5,2,296,0.51,6.32,0.55,-6.13,False,0.36,96.08
alcoholic beverages,MSME_AL19660,0.91,1.17,133.96,30.23,2.6,162.34,17,1.34,0,196,0.45,4.0,0.44,-8.94,False,0.41,38.16
textiles,MSME_TE19661,1.4200000000000002,1.82,17.86,2.23,0.52,169.4,3,3.36,1,374,0.45,5.7,0.75,-8.21,False,0.4,77.6
textiles,MSME_TE19662,15.65,20.03,14.92,4.65,11.98,34.28,6,1.69,2,411,0.64,6.62,0.76,-1.31,False,0.43,53.24
textiles,MSME_TE19663,0.71,1.01,11.63,3.93,3.36,60.13,7,0.62,2,239,0.42,9.63,0.76,7.35,False,0.39,30.69
electronics,MSME_EL19664,8.84,9.9,32.84,3.24,14.69,142.95,15,3.26,3,69,0.82,4.77,0.72,-4.78,True,0.77,87.59
chemicals,MSME_CH19665,0.78,1.02,5.44,1.99,3.55,171.72,15,0.65,0,189,0.41,3.55,0.67,-6.88,True,0.36,73.25
electronics,MSME_EL19666,2.0,2.54,34.06,0.69,12.65,151.9,17,2.68,0,356,0.81,5.75,0.78,-6.87,True,0.44,38.53
electronics,MSME_EL19667,0.5,0.58,17.97,2.78,19.62,78.88,10,1.36,2,18,0.91,9.85,0.71,9.54,True,0.77,9.29
pharmaceuticals,MSME_PH19668,9.62,13.69,24.68,2.41,1.71,193.28,19,4.41,4,302,0.49,2.69,0.87,5.51,False,0.72,5.46
footwear,MSME_FO19669,4.72,6.6,10.63,2.05,14.81,39.81,16,3.18,0,30,0.77,5.22,0.57,4.89,False,0.49,68.03
electronics,MSME_EL19670,0.74,0.95,18.99,3.21,15.47,104.09,13,4.04,0,480,0.8,2.7,0.74,1.52,True,0.56,65.99
gems and jewelry,MSME_GE19671,1.4200000000000002,2.12,10.08,1.84,9.04,31.91,10,1.66,2,193,0.63,0.18,0.66,4.82,False,0.45,74.88
chemicals,MSME_CH19672,0.54,0.72,10.83,4.07,7.97,170.18,15,0.21,1,122,0.51,1.66,0.63,-6.56,True,0.46,60.81
leather,MSME_LE19673,8.93,12.78,25.62,3.05,-3.84,51.01,6,3.18,0,299,0.34,5.84,0.47,1.48,False,0.38,56.65
pharmaceuticals,MSME_PH19674,1.35,1.82,5.99,1.43,7.39,141.87,3,1.59,4,416,0.57,0.27,0.83,-4.57,False,0.33,92.87
marine products,MSME_MA19675,5.01,5.95,35.24,3.06,6.3,120.63,16,4.85,0,175,0.61,3.82,0.69,-3.22,False,0.46,90.12
textiles,MSME_TE19676,9.09,10.6,16.25,2.0,11.59,4.63,18,3.82,0,42,0.73,3.61,0.76,-7.63,False,0.35,33.02
footwear,MSME_FO19677,0.42000000000000004,0.62,20.73,1.28,9.75,96.99,18,4.98,3,421,0.71,7.95,0.54,-4.08,False,0.38,17.51
leather,MSME_LE19678,1.1500000000000001,1.69,4.39,3.56,3.16,30.85,13,3.95,0,261,0.17,2.05,0.49,-2.85,False,0.39,78.99
pharmaceuticals,MSME_PH19679,9.959999999999999,12.04,18.8,4.4,13.1,92.35,0,4.54,3,432,0.71,5.91,0.85,5.18,False,0.82,62.4
leather,MSME_LE19680,0.30000000000000004,0.44,16.03,4.57,1.11,120.59,20,0.82,2,373,0.39,5.57,0.48,-1.88,False,0.49,71.66
marine products,MSME_MA19681,8.93,10.23,14.05,4.99,14.33,52.03,19,3.24,3,120,0.68,7.08,0.61,-4.85,False,0.34,95.66
alcoholic beverages,MSME_AL19682,18.96,22.07,148.98,35.25,7.39,42.8,10,2.84,1,274,0.57,0.12,0.45,-6.06,False,0.33,59.01
pharmaceuticals,MSME_PH19683,4.02,4.69,38.1,4.26,10.9,63.1,13,2.31,5,266,0.72,6.07,0.84,-6.77,False,0.66,73.73
chemicals,MSME_CH19684,0.22,0.32,5.56,0.7,1.04,20.95,20,3.44,2,427,0.46,2.22,0.71,0.94,True,0.44,45.63
electronics,MSME_EL19685,3.13,4.09,18.15,0.37,17.83,67.13,1,2.93,0,306,0.94,3.28,0.64,2.53,True,0.79,60.98
textiles,MSME_TE19686,1.25,1.6,16.17,4.71,8.96,9.05,12,1.59,1,244,0.58,3.77,0.83,4.91,False,0.47,36.66
leather,MSME_LE19687,17.330000000000002,19.07,8.44,2.16,-1.43,2.0,10,1.94,2,456,0.34,0.26,0.51,-0.97,False,0.36,12.05
pharmaceuticals,MSME_PH19688,3.38,4.19,18.0,4.39,4.81,101.95,10,4.08,5,218,0.5,3.16,0.83,7.25,False,0.59,52.36
leather,MSME_LE19689,5.569999999999999,6.37,14.62,3.87,4.8,12.21,12,0.97,0,416,0.49,6.99,0.55,-8.23,False,0.37,58.64
marine products,MSME_MA19690,1.4500000000000002,1.91,33.1,0.13,9.86,134.03,8,1.27,2,334,0.74,0.69,0.55,0.71,False,0.32,6.6
gems and jewelry,MSME_GE19691,7.72,9.63,16.1,4.33,9.08,142.3,3,2.61,2,112,0.59,3.48,0.66,2.15,False,0.34,53.4
gems and jewelry,MSME_GE19692,9.87,11.95,14.0,4.11,6.05,93.88,9,4.22,2,170,0.5,8.08,0.58,4.0,False,0.35,22.6
electronics,MSME_EL19693,6.4799999999999995,9.69,28.87,2.74,13.42,75.2,16,2.96,2,486,0.79,9.36,0.65,-4.22,True,0.88,15.18
alcoholic beverages,MSME_AL19694,8.48,9.53,128.51,31.7,4.41,117.28,0,2.64,0,47,0.49,9.99,0.38,-0.04,False,0.42,18.98
marine products,MSME_MA19695,1.81,2.4,39.91,0.41,11.94,184.7,19,3.08,1,237,0.79,6.63,0.6,-3.48,False,0.43,39.9
electronics,MSME_EL19696,1.9400000000000002,2.32,16.3,3.07,18.39,86.17,10,2.58,0,127,0.87,9.92,0.69,8.05,True,0.48,46.82
textiles,MSME_TE19697,1.9400000000000002,2.22,17.51,2.16,4.86,90.59,15,4.27,2,315,0.56,7.16,0.81,5.9,False,0.34,86.06
electronics,MSME_EL19698,3.99,4.8,12.6,2.3,14.36,166.95,13,3.14,1,422,0.77,9.16,0.67,-6.12,True,0.75,71.18
chemicals,MSME_CH19699,0.38,0.54,13.06,4.17,11.4,141.78,19,4.35,3,362,0.63,8.73,0.7,2.23,True,0.46,74.92
leather,MSME_LE19700,4.739999999999999,6.29,19.54,1.72,-3.17,34.91,11,2.09,3,197,0.38,6.5,0.45,6.33,False,0.37,46.6
gems and jewelry,MSME_GE19701,8.79,11.71,37.45,4.07,0.08,5.95,4,3.5,3,229,0.45,5.15,0.65,8.43,False,0.45,67.32
electronics,MSME_EL19702,4.739999999999999,6.81,36.78,4.75,14.05,29.6,1,3.29,3,316,0.79,9.81,0.77,-2.3,True,0.59,34.27
gems and jewelry,MSME_GE19703,24.55,35.75,26.89,1.36,5.5,153.57,11,1.74,0,490,0.61,8.4,0.64,-5.99,False,0.4,87.48
gems and jewelry,MSME_GE19704,6.47,9.47,25.23,0.37,7.79,82.36,17,3.91,0,472,0.69,5.22,0.63,7.23,False,0.42,63.53
leather,MSME_LE19705,0.59,0.78,22.64,0.44,-2.49,55.53,11,2.3,0,158,0.43,9.94,0.57,-5.91,False,0.32,80.9
leather,MSME_LE19706,14.35,21.38,31.41,4.56,2.77,46.48,15,4.43,3,245,0.5,5.95,0.56,8.95,False,0.43,87.37
electronics,MSME_EL19707,3.7600000000000002,4.21,30.18,2.54,13.95,42.83,11,4.2,1,429,0.81,7.48,0.73,-3.99,True,0.52,15.06
electronics,MSME_EL19708,3.9,5.79,36.6,3.57,15.53,198.67,19,1.4,1,376,0.84,7.9,0.74,-1.6,True,0.62,39.67
electronics,MSME_EL19709,15.209999999999999,18.61,37.47,1.75,10.33,141.09,15,3.31,2,310,0.73,4.38,0.67,-8.65,True,0.69,28.18
chemicals,MSME_CH19710,23.17,30.73,10.38,1.29,7.61,125.64,6,4.17,1,382,0.63,1.69,0.69,1.09,True,0.37,72.58
leather,MSME_LE19711,4.06,5.66,23.97,2.85,-1.96,90.4,1,1.14,0,223,0.39,9.12,0.47,-2.6,False,0.5,30.7
leather,MSME_LE19712,7.42,8.23,3.25,1.6,0.07,72.07,17,1.92,1,64,0.26,8.71,0.54,-7.2,False,0.31,28.58
alcoholic beverages,MSME_AL19713,0.52,0.61,113.06,37.9,9.92,190.51,7,4.63,0,325,0.58,1.5,0.48,2.76,False,0.33,86.99
electronics,MSME_EL19714,1.53,2.26,3.65,0.79,11.6,166.77,5,1.1,1,351,0.68,6.37,0.74,-8.31,True,0.81,74.08
textiles,MSME_TE19715,0.89,1.33,12.79,3.49,0.61,51.35,20,4.92,2,469,0.38,9.72,0.83,-5.98,False,0.3,63.94
footwear,MSME_FO19716,3.67,5.36,13.06,2.84,9.95,98.89,6,1.66,2,475,0.64,7.61,0.58,-5.83,False,0.41,24.1
gems and jewelry,MSME_GE19717,1.84,2.54,2.16,2.78,10.31,22.7,20,1.66,3,96,0.11,2.41,0.51,9.29,False,0.49,75.65
chemicals,MSME_CH19718,4.6899999999999995,6.89,3.78,1.44,1.23,164.59,11,0.47,2,342,0.34,8.09,0.71,3.73,True,0.49,83.82
leather,MSME_LE19719,5.47,7.91,35.96,1.41,-4.01,72.42,5,0.07,2,184,0.38,9.16,0.61,-8.8,False,0.41,78.1
gems and jewelry,MSME_GE19720,9.129999999999999,11.25,39.67,0.49,10.15,4.26,9,1.78,0,483,0.75,4.27,0.64,8.6,False,0.35,70.74
leather,MSME_LE19721,10.43,12.62,11.09,1.14,3.51,167.91,18,2.87,0,95,0.54,5.64,0.45,4.17,False,0.37,40.59
electronics,MSME_EL19722,3.16,4.67,5.48,3.56,12.56,169.26,14,4.82,2,407,0.49,7.42,0.68,8.93,True,0.59,43.34
leather,MSME_LE19723,1.9600000000000002,2.32,23.7,1.34,-3.37,179.24,4,4.29,1,440,0.39,5.54,0.49,-1.59,False,0.34,46.34
marine products,MSME_MA19724,5.54,6.31,20.7,4.96,7.11,32.67,9,1.25,3,344,0.56,6.85,0.59,5.62,False,0.46,81.33
marine products,MSME_MA19725,2.94,3.33,9.26,4.99,1.53,95.97,19,0.47,1,298,0.27,1.61,0.59,1.78,False,0.45,32.34
pharmaceuticals,MSME_PH19726,18.55,24.32,37.05,2.79,14.19,56.46,10,2.84,4,459,0.82,5.87,0.81,8.78,False,0.61,47.99
alcoholic beverages,MSME_AL19727,2.09,2.63,114.97,30.38,2.76,91.56,15,0.41,3,397,0.44,6.04,0.5,-5.22,False,0.4,75.06
gems and jewelry,MSME_GE19728,1.59,1.79,36.45,1.78,6.45,190.51,10,3.75,1,444,0.64,7.97,0.63,9.89,False,0.4,50.43
textiles,MSME_TE19729,8.41,10.1,18.45,3.27,1.26,196.95,13,3.72,0,278,0.44,7.64,0.76,-8.24,False,0.37,99.5
chemicals,MSME_CH19730,5.83,7.71,9.04,3.41,13.21,151.48,9,3.64,3,493,0.64,0.21,0.69,-7.5,True,0.35,13.5
marine products,MSME_MA19731,4.21,5.46,39.3,2.45,0.51,151.04,8,4.89,3,244,0.48,9.76,0.64,-8.18,False,0.34,35.28
pharmaceuticals,MSME_PH19732,4.3,6.19,36.08,2.29,0.97,26.28,3,2.96,3,365,0.49,6.47,0.86,0.41,False,0.87,64.75
textiles,MSME_TE19733,0.33999999999999997,0.5,19.3,1.52,7.95,126.06,7,0.67,2,196,0.66,3.1,0.8,0.12,False,0.49,61.54
alcoholic beverages,MSME_AL19734,12.049999999999999,15.91,122.71,32.11,4.41,156.78,2,0.72,2,492,0.48,8.56,0.49,3.84,False,0.34,18.48
chemicals,MSME_CH19735,2.44,3.41,35.02,1.35,10.65,124.79,14,1.22,0,177,0.75,8.75,0.74,5.75,True,0.48,35.01
textiles,MSME_TE19736,7.96,9.7,17.89,0.33,12.39,188.8,11,1.04,2,269,0.8,0.37,0.74,-9.36,False,0.42,86.55
alcoholic beverages,MSME_AL19737,0.22,0.27,129.98,33.17,3.0,107.66,17,4.6,0,197,0.45,5.31,0.41,-7.9,False,0.47,14.12
electronics,MSME_EL19738,3.4,4.24,5.33,4.65,16.45,4.01,11,2.95,0,249,0.48,4.85,0.72,-6.9,True,0.89,82.22
marine products,MSME_MA19739,3.13,4.05,3.57,1.64,12.35,70.57,13,3.06,2,104,0.58,2.91,0.6,4.92,False,0.31,42.61
chemicals,MSME_CH19740,6.0,7.9,27.32,1.49,3.4,176.5,19,4.38,1,44,0.56,6.85,0.73,9.93,True,0.34,69.61
pharmaceuticals,MSME_PH19741,8.389999999999999,12.28,30.48,0.75,1.32,50.37,2,0.73,3,312,0.52,8.51,0.84,3.57,False,0.33,87.4
alcoholic beverages,MSME_AL19742,2.79,3.79,148.3,37.45,13.95,85.84,16,2.83,3,235,0.72,6.11,0.44,-7.18,False,0.47,26.7
electronics,MSME_EL19743,7.72,9.29,12.74,0.11,19.66,183.56,5,1.72,3,400,0.99,1.05,0.74,1.26,True,0.35,90.44
leather,MSME_LE19744,1.07,1.19,20.13,2.41,2.81,98.92,9,0.48,2,481,0.51,0.39,0.45,-2.65,False,0.32,65.88
